gene_id	gene_name	gene_type	trimmed_mean_expression	median_expression	
ENSG00000163565.19	IFI16	protein_coding	55.24533	41.92775
ENSG00000163568.15	AIM2	protein_coding	3.1633964	1.49225
ENSG00000163576.18	EFHB	protein_coding	0.4926457	0.3865
ENSG00000163577.8	EIF5A2	protein_coding	2.9823856	2.28935
ENSG00000163581.14	SLC2A2	protein_coding	0.018458914	0.0
ENSG00000163584.18	RPL22L1	protein_coding	48.67714	40.892647
ENSG00000163586.10	FABP1	protein_coding	0.0066525117	0.0
ENSG00000163590.14	PPM1L	protein_coding	7.152921	5.5643
ENSG00000163596.16	ICA1L	protein_coding	6.680235	5.36915
ENSG00000163597.15	SNHG16	lncRNA	28.412024	26.3794
ENSG00000163599.17	CTLA4	protein_coding	3.1250648	1.2823
ENSG00000163600.13	ICOS	protein_coding	8.112928	2.9077
ENSG00000163602.11	RYBP	protein_coding	33.48108	28.9743
ENSG00000163605.15	PPP4R2	protein_coding	51.474113	45.5801
ENSG00000163606.11	CD200R1	protein_coding	2.643856	1.20935
ENSG00000163607.17	GTPBP8	protein_coding	9.72987	8.91115
ENSG00000163608.15	NEPRO	protein_coding	23.583998	21.9833
ENSG00000163611.11	SPICE1	protein_coding	1.4825934	1.0383
ENSG00000163612.10	FAM86KP	unprocessed_pseudogene	0.3587535	0.24114999
ENSG00000163617.11	CCDC191	protein_coding	4.0259895	3.20625
ENSG00000163618.18	CADPS	protein_coding	0.00982936	0.0
ENSG00000163623.9	NKX6-1	protein_coding	0.037667193	0.0
ENSG00000163624.6	CDS1	protein_coding	0.2855254	0.103149995
ENSG00000163625.16	WDFY3	protein_coding	12.610603	7.9564
ENSG00000163626.17	COX18	protein_coding	8.773518	8.473351
ENSG00000163629.13	PTPN13	protein_coding	1.038519	0.44779998
ENSG00000163630.11	SYNPR	protein_coding	0.0056431526	0.0
ENSG00000163631.17	ALB	protein_coding	0.10367231	0.05635
ENSG00000163632.14	C3orf49	protein_coding	1.7629099	1.3822501
ENSG00000163633.12	C4orf36	protein_coding	0.07439843	0.041950002
ENSG00000163634.12	THOC7	protein_coding	50.654457	40.720848
ENSG00000163635.20	ATXN7	protein_coding	32.08947	30.35765
ENSG00000163636.11	PSMD6	protein_coding	43.044426	40.534798
ENSG00000163637.13	PRICKLE2	protein_coding	0.13643605	0.03355
ENSG00000163638.13	ADAMTS9	protein_coding	0.19912316	0.026250001
ENSG00000163644.15	PPM1K	protein_coding	11.606177	9.43335
ENSG00000163645.15	ERICH6	protein_coding	0.3971747	0.28145
ENSG00000163646.12	CLRN1	protein_coding	0.047105517	0.0087
ENSG00000163655.16	GMPS	protein_coding	32.55213	31.129349
ENSG00000163659.13	TIPARP	protein_coding	74.66272	61.18445
ENSG00000163660.12	CCNL1	protein_coding	321.74234	292.65305
ENSG00000163661.4	PTX3	protein_coding	36.693905	21.919899
ENSG00000163666.10	HESX1	protein_coding	5.0192385	3.7757502
ENSG00000163673.7	DCLK3	protein_coding	0.038224436	0.0142
ENSG00000163681.16	SLMAP	protein_coding	23.467978	21.52495
ENSG00000163682.17	RPL9	protein_coding	463.60056	384.97775
ENSG00000163683.12	SMIM14	protein_coding	7.475009	4.60795
ENSG00000163684.12	RPP14	protein_coding	4.139286	3.58385
ENSG00000163686.15	ABHD6	protein_coding	2.7573206	1.9467
ENSG00000163687.14	DNASE1L3	protein_coding	0.5797269	0.2277
ENSG00000163689.20	CFAP20DC	protein_coding	0.20411733	0.11745
ENSG00000163694.15	RBM47	protein_coding	15.750563	9.31185
ENSG00000163697.17	APBB2	protein_coding	1.1914487	0.43455
ENSG00000163701.19	IL17RE	protein_coding	6.051299	1.6415
ENSG00000163702.20	IL17RC	protein_coding	5.207698	4.0596504
ENSG00000163703.19	CRELD1	protein_coding	2.3358448	1.9922
ENSG00000163704.12	PRRT3	protein_coding	6.7281003	5.4413
ENSG00000163705.13	FANCD2OS	protein_coding	0.7385254	0.58739996
ENSG00000163710.9	PCOLCE2	protein_coding	1.8045633	0.18015
ENSG00000163714.18	U2SURP	protein_coding	53.09818	51.3164
ENSG00000163719.20	MTMR14	protein_coding	65.66715	61.0798
ENSG00000163728.11	TTC14	protein_coding	20.7076	18.9832
ENSG00000163734.4	CXCL3	protein_coding	12.790283	4.81695
ENSG00000163735.7	CXCL5	protein_coding	0.6156362	0.129
ENSG00000163736.4	PPBP	protein_coding	63.183834	11.46165
ENSG00000163737.4	PF4	protein_coding	33.30392	4.91515
ENSG00000163738.18	MTHFD2L	protein_coding	7.9792104	6.2915
ENSG00000163739.5	CXCL1	protein_coding	11.398489	3.8287
ENSG00000163743.13	RCHY1	protein_coding	17.293978	15.9743
ENSG00000163746.12	PLSCR2	protein_coding	0.3256893	0.1428
ENSG00000163749.17	CCDC158	protein_coding	0.07129645	0.0448
ENSG00000163751.4	CPA3	protein_coding	91.79399	18.88145
ENSG00000163754.18	GYG1	protein_coding	33.10995	24.386501
ENSG00000163755.9	HPS3	protein_coding	14.356775	13.2008
ENSG00000163762.7	TM4SF18	protein_coding	0.048424926	0.0096
ENSG00000163781.14	TOPBP1	protein_coding	55.017967	55.0418
ENSG00000163785.13	RYK	protein_coding	16.653017	15.007299
ENSG00000163788.14	SNRK	protein_coding	51.007454	46.210503
ENSG00000163792.6	TCF23	protein_coding	0.39517367	0.056100003
ENSG00000163793.13	DNAJC5G	protein_coding	0.06515231	0.02355
ENSG00000163794.6	UCN	protein_coding	6.8141913	5.1960497
ENSG00000163795.14	ZNF513	protein_coding	24.32773	24.187199
ENSG00000163798.13	SLC4A1AP	protein_coding	14.90998	14.2829
ENSG00000163803.13	PLB1	protein_coding	11.173895	8.795549
ENSG00000163806.16	SPDYA	protein_coding	4.886985	4.06505
ENSG00000163807.6	KIAA1143	protein_coding	20.779818	18.6159
ENSG00000163808.17	KIF15	protein_coding	10.624086	8.00695
ENSG00000163810.12	TGM4	protein_coding	1.3748593	0.92190003
ENSG00000163811.12	WDR43	protein_coding	62.549892	60.472153
ENSG00000163812.15	ZDHHC3	protein_coding	24.689186	23.79255
ENSG00000163814.8	CDCP1	protein_coding	3.479019	1.30625
ENSG00000163815.6	CLEC3B	protein_coding	0.5497989	0.25595
ENSG00000163817.16	SLC6A20	protein_coding	0.1792333	0.0668
ENSG00000163818.17	LZTFL1	protein_coding	8.115088	7.3667
ENSG00000163820.15	FYCO1	protein_coding	22.039497	20.3862
ENSG00000163823.4	CCR1	protein_coding	27.696949	12.00005
ENSG00000163825.4	RTP3	protein_coding	0.29928082	0.0
ENSG00000163827.13	LRRC2	protein_coding	0.57228845	0.2358
ENSG00000163832.16	ELP6	protein_coding	12.169566	10.882549
ENSG00000163833.8	FBXO40	protein_coding	1.0228249	0.7849
ENSG00000163840.10	DTX3L	protein_coding	44.309685	40.1621
ENSG00000163848.20	ZNF148	protein_coding	17.502829	17.02525
ENSG00000163864.17	NMNAT3	protein_coding	2.5204258	1.6631
ENSG00000163866.9	SMIM12	protein_coding	8.911788	8.62245
ENSG00000163867.17	ZMYM6	protein_coding	7.4244714	6.6120996
ENSG00000163870.16	TPRA1	protein_coding	15.053202	13.67895
ENSG00000163872.16	YEATS2	protein_coding	25.36994	24.09075
ENSG00000163873.10	GRIK3	protein_coding	0.028606893	0.01455
ENSG00000163874.11	ZC3H12A	protein_coding	84.06577	65.791306
ENSG00000163875.16	MEAF6	protein_coding	23.02116	21.7411
ENSG00000163877.11	SNIP1	protein_coding	21.69339	18.459
ENSG00000163879.11	DNALI1	protein_coding	0.70672154	0.49355
ENSG00000163882.9	POLR2H	protein_coding	17.50486	15.27895
ENSG00000163884.4	KLF15	protein_coding	0.14286433	0.0602
ENSG00000163885.12	CFAP100	protein_coding	0.6471082	0.3248
ENSG00000163888.4	CAMK2N2	protein_coding	0.2846741	0.15905
ENSG00000163898.10	LIPH	protein_coding	0.5353924	0.19315001
ENSG00000163900.11	TMEM41A	protein_coding	11.642745	9.82835
ENSG00000163902.12	RPN1	protein_coding	185.61714	174.6577
ENSG00000163904.13	SENP2	protein_coding	31.37427	28.71045
ENSG00000163909.8	HEYL	protein_coding	1.2711896	0.7293
ENSG00000163913.12	IFT122	protein_coding	16.211119	15.18
ENSG00000163914.5	RHO	protein_coding	0.14442414	0.065850005
ENSG00000163915.7	IGF2BP2-AS1	lncRNA	11.129326	5.3629503
ENSG00000163918.11	RFC4	protein_coding	19.348404	17.61645
ENSG00000163923.10	RPL39L	protein_coding	3.767683	2.537
ENSG00000163930.10	BAP1	protein_coding	89.541466	89.4807
ENSG00000163931.16	TKT	protein_coding	245.18387	212.22134
ENSG00000163932.15	PRKCD	protein_coding	105.632515	94.30845
ENSG00000163933.10	RFT1	protein_coding	11.818401	10.3293495
ENSG00000163935.14	SFMBT1	protein_coding	7.3495717	6.05575
ENSG00000163938.17	GNL3	protein_coding	54.639393	48.40165
ENSG00000163939.18	PBRM1	protein_coding	42.879066	40.1963
ENSG00000163945.19	UVSSA	protein_coding	10.676555	10.21
ENSG00000163946.13	TASOR	protein_coding	33.056534	29.37145
ENSG00000163947.12	ARHGEF3	protein_coding	21.284271	16.7127
ENSG00000163950.13	SLBP	protein_coding	112.83714	103.182755
ENSG00000163956.13	LRPAP1	protein_coding	32.439068	29.40145
ENSG00000163958.14	ZDHHC19	protein_coding	1.5847572	0.65135
ENSG00000163959.10	SLC51A	protein_coding	4.463162	3.75965
ENSG00000163960.12	UBXN7	protein_coding	49.411526	42.322998
ENSG00000163961.4	RNF168	protein_coding	44.785816	39.78815
ENSG00000163964.17	PIGX	protein_coding	11.533997	10.4122505
ENSG00000163975.12	MELTF	protein_coding	4.3623877	2.99225
ENSG00000163982.6	OTOP1	protein_coding	0.012110836	0.0
ENSG00000163993.7	S100P	protein_coding	234.30215	82.617004
ENSG00000163995.21	ABLIM2	protein_coding	0.16418865	0.102
ENSG00000164002.11	EXO5	protein_coding	3.7692862	3.4239502
ENSG00000164007.11	CLDN19	protein_coding	0.7409456	0.3043
ENSG00000164008.16	C1orf50	protein_coding	5.6911697	4.8605
ENSG00000164010.15	ERMAP	protein_coding	15.038932	10.9429
ENSG00000164011.18	ZNF691	protein_coding	5.6537614	4.0450497
ENSG00000164022.17	AIMP1	protein_coding	23.431274	22.1367
ENSG00000164023.14	SGMS2	protein_coding	5.5193315	3.2248502
ENSG00000164024.12	METAP1	protein_coding	35.90228	34.01345
ENSG00000164031.17	DNAJB14	protein_coding	18.32702	15.604401
ENSG00000164032.12	H2AZ1	protein_coding	119.30855	107.8552
ENSG00000164035.10	EMCN	protein_coding	0.11880729	0.03515
ENSG00000164037.17	SLC9B1	protein_coding	1.39439	1.1129
ENSG00000164038.16	SLC9B2	protein_coding	6.2875094	5.28575
ENSG00000164039.15	BDH2	protein_coding	4.9608135	4.3697
ENSG00000164040.18	PGRMC2	protein_coding	21.515877	19.60475
ENSG00000164045.12	CDC25A	protein_coding	10.599371	8.42585
ENSG00000164047.6	CAMP	protein_coding	185.94572	10.94035
ENSG00000164048.14	ZNF589	protein_coding	11.935631	10.81825
ENSG00000164049.14	FBXW12	protein_coding	0.16747065	0.11855
ENSG00000164050.13	PLXNB1	protein_coding	7.1217985	3.5841
ENSG00000164051.14	CCDC51	protein_coding	3.8344755	2.5104
ENSG00000164053.21	ATRIP	protein_coding	6.8917556	6.5715504
ENSG00000164054.15	SHISA5	protein_coding	60.50702	55.68545
ENSG00000164056.11	SPRY1	protein_coding	29.588907	15.1749
ENSG00000164061.5	BSN	protein_coding	0.3941725	0.28415
ENSG00000164062.13	APEH	protein_coding	46.757217	42.94825
ENSG00000164066.13	INTU	protein_coding	0.8056108	0.33435
ENSG00000164068.16	RNF123	protein_coding	25.248014	20.739449
ENSG00000164070.12	HSPA4L	protein_coding	0.89945155	0.3485
ENSG00000164073.11	MFSD8	protein_coding	6.99281	6.2146997
ENSG00000164074.15	ABHD18	protein_coding	11.4257965	10.0473
ENSG00000164076.17	CAMKV	protein_coding	1.0339524	0.3018
ENSG00000164077.14	MON1A	protein_coding	2.5529075	1.9552
ENSG00000164078.13	MST1R	protein_coding	0.44421384	0.2158
ENSG00000164080.13	RAD54L2	protein_coding	25.65335	22.97605
ENSG00000164081.13	TEX264	protein_coding	13.6179	12.176701
ENSG00000164082.15	GRM2	protein_coding	1.0426884	0.67605
ENSG00000164086.10	DUSP7	protein_coding	15.468344	11.236099
ENSG00000164087.8	POC1A	protein_coding	10.95512	9.690599
ENSG00000164088.18	PPM1M	protein_coding	30.47378	24.446
ENSG00000164089.9	ETNPPL	protein_coding	0.016970051	0.0
ENSG00000164091.12	WDR82	protein_coding	100.072685	99.61
ENSG00000164093.17	PITX2	protein_coding	0.012762266	0.0
ENSG00000164096.13	C4orf3	protein_coding	52.275505	39.70765
ENSG00000164099.3	PRSS12	protein_coding	0.16315675	0.05615
ENSG00000164100.9	NDST3	protein_coding	0.965369	0.105000004
ENSG00000164104.12	HMGB2	protein_coding	293.6838	251.74335
ENSG00000164105.4	SAP30	protein_coding	49.73809	33.10955
ENSG00000164106.8	SCRG1	protein_coding	1.119295	0.5615
ENSG00000164107.9	HAND2	protein_coding	0.006794778	0.0
ENSG00000164109.14	MAD2L1	protein_coding	9.431691	7.9799
ENSG00000164111.15	ANXA5	protein_coding	97.80146	66.258545
ENSG00000164112.13	TMEM155	protein_coding	0.09305321	0.0174
ENSG00000164113.11	ADAD1	protein_coding	0.030643646	0.0
ENSG00000164114.19	MAP9	protein_coding	0.8642955	0.41375
ENSG00000164116.17	GUCY1A1	protein_coding	14.669321	7.15105
ENSG00000164117.14	FBXO8	protein_coding	14.042161	13.58405
ENSG00000164118.13	CEP44	protein_coding	11.030914	10.28845
ENSG00000164120.14	HPGD	protein_coding	4.2598805	1.51
ENSG00000164122.9	ASB5	protein_coding	0.013798227	0.0
ENSG00000164123.7	C4orf45	protein_coding	0.96627825	0.6503
ENSG00000164124.11	TMEM144	protein_coding	2.5134034	1.91045
ENSG00000164125.16	GASK1B	protein_coding	7.212925	2.3014998
ENSG00000164128.7	NPY1R	protein_coding	0.02527458	0.0
ENSG00000164129.12	NPY5R	protein_coding	0.0041748765	0.0
ENSG00000164134.13	NAA15	protein_coding	30.406736	27.05065
ENSG00000164136.17	IL15	protein_coding	1.4021426	0.7127
ENSG00000164142.16	FAM160A1	protein_coding	0.4965984	0.236
ENSG00000164144.16	ARFIP1	protein_coding	8.887421	6.2099504
ENSG00000164151.12	ICE1	protein_coding	33.87226	32.36935
ENSG00000164161.10	HHIP	protein_coding	0.38607293	0.1034
ENSG00000164162.14	ANAPC10	protein_coding	3.4147193	2.8322
ENSG00000164163.11	ABCE1	protein_coding	31.289892	27.2194
ENSG00000164164.17	OTUD4	protein_coding	55.709114	51.42785
ENSG00000164167.12	LSM6	protein_coding	9.753815	8.726999
ENSG00000164168.8	TMEM184C	protein_coding	16.187021	13.3923
ENSG00000164169.13	PRMT9	protein_coding	17.340311	15.548651
ENSG00000164171.11	ITGA2	protein_coding	1.2614528	0.57205
ENSG00000164172.20	MOCS2	protein_coding	4.645573	3.88335
ENSG00000164175.15	SLC45A2	protein_coding	0.22232701	0.09155
ENSG00000164176.13	EDIL3	protein_coding	1.8752356	0.0853
ENSG00000164180.14	TMEM161B	protein_coding	7.2364907	6.3364496
ENSG00000164181.14	ELOVL7	protein_coding	2.5963967	0.99189997
ENSG00000164182.12	NDUFAF2	protein_coding	2.9279046	2.57085
ENSG00000164185.6	ZNF474	protein_coding	0.2973551	0.15715
ENSG00000164187.7	LMBRD2	protein_coding	6.8971324	5.9629
ENSG00000164188.9	RANBP3L	protein_coding	0.21134876	0.0828
ENSG00000164190.19	NIPBL	protein_coding	71.66957	67.0358
ENSG00000164197.12	RNF180	protein_coding	0.06378197	0.0115
ENSG00000164199.18	ADGRV1	protein_coding	0.10883665	0.08059999
ENSG00000164209.17	SLC25A46	protein_coding	17.485987	15.61625
ENSG00000164211.13	STARD4	protein_coding	17.952492	14.27225
ENSG00000164219.10	PGGT1B	protein_coding	11.862075	10.914949
ENSG00000164220.7	F2RL2	protein_coding	2.7556353	1.2626
ENSG00000164221.13	CCDC112	protein_coding	6.8053727	4.5056
ENSG00000164236.12	ANKRD33B	protein_coding	11.530466	8.659599
ENSG00000164237.9	CMBL	protein_coding	8.090143	5.199
ENSG00000164241.13	C5orf63	protein_coding	2.2756414	1.48365
ENSG00000164244.21	PRRC1	protein_coding	24.213638	22.6544
ENSG00000164251.5	F2RL1	protein_coding	4.181388	1.54585
ENSG00000164252.13	AGGF1	protein_coding	7.5750885	6.52245
ENSG00000164253.14	WDR41	protein_coding	21.223013	19.11145
ENSG00000164256.11	PRDM9	protein_coding	0.005932414	0.0
ENSG00000164258.12	NDUFS4	protein_coding	56.411385	53.64975
ENSG00000164265.9	SCGB3A2	protein_coding	0.20689094	0.0
ENSG00000164266.11	SPINK1	protein_coding	0.21924622	0.0
ENSG00000164270.18	HTR4	protein_coding	0.02150335	0.011700001
ENSG00000164283.13	ESM1	protein_coding	0.2094203	0.054750003
ENSG00000164284.15	GRPEL2	protein_coding	8.590658	6.9491
ENSG00000164287.13	CDC20B	protein_coding	0.055376947	0.0328
ENSG00000164291.17	ARSK	protein_coding	2.462269	1.9061999
ENSG00000164292.13	RHOBTB3	protein_coding	14.133041	9.14985
ENSG00000164294.14	GPX8	protein_coding	0.09494552	0.04455
ENSG00000164296.7	TIGD6	protein_coding	1.9887103	1.68915
ENSG00000164299.7	SPZ1	protein_coding	0.029745715	0.0
ENSG00000164300.17	SERINC5	protein_coding	22.144356	16.211601
ENSG00000164303.11	ENPP6	protein_coding	0.055756945	0.0197
ENSG00000164304.16	CAGE1	protein_coding	0.5693154	0.3836
ENSG00000164305.19	CASP3	protein_coding	51.356888	40.752052
ENSG00000164306.11	PRIMPOL	protein_coding	10.473356	8.38765
ENSG00000164307.13	ERAP1	protein_coding	46.94264	44.9778
ENSG00000164308.17	ERAP2	protein_coding	37.808353	29.17865
ENSG00000164309.15	CMYA5	protein_coding	0.36094305	0.21720001
ENSG00000164318.18	EGFLAM	protein_coding	0.021739904	0.0
ENSG00000164323.14	CFAP97	protein_coding	13.495247	11.064751
ENSG00000164325.8	TMEM174	protein_coding	0.0050544827	0.0
ENSG00000164326.5	CARTPT	protein_coding	0.010021872	0.0
ENSG00000164327.13	RICTOR	protein_coding	54.787823	40.7567
ENSG00000164329.13	TENT2	protein_coding	70.7165	66.496994
ENSG00000164330.17	EBF1	protein_coding	3.410034	1.1119001
ENSG00000164331.10	ANKRA2	protein_coding	19.486994	18.7912
ENSG00000164332.8	UBLCP1	protein_coding	30.535948	27.001
ENSG00000164334.15	FAM170A	protein_coding	0.046071235	0.0
ENSG00000164338.10	UTP15	protein_coding	9.9950905	9.16735
ENSG00000164342.13	TLR3	protein_coding	0.5774624	0.2873
ENSG00000164344.16	KLKB1	protein_coding	0.3560409	0.15245
ENSG00000164346.10	NSA2	protein_coding	43.128326	33.42855
ENSG00000164347.18	GFM2	protein_coding	17.949335	17.0562
ENSG00000164362.21	TERT	protein_coding	0.9903209	0.40015
ENSG00000164363.10	SLC6A18	protein_coding	0.036553793	0.0
ENSG00000164366.4	CCDC127	protein_coding	2.0999904	1.7664
ENSG00000164379.7	FOXQ1	protein_coding	0.04549586	0.0
ENSG00000164385.9	LINC01600	lncRNA	0.31848276	0.20539999
ENSG00000164393.8	ADGRF2	protein_coding	0.06761024	0.0165
ENSG00000164398.15	ACSL6	protein_coding	1.5655895	0.3413
ENSG00000164399.5	IL3	protein_coding	0.073596165	0.0
ENSG00000164400.6	CSF2	protein_coding	0.25295982	0.0
ENSG00000164402.14	SEPTIN8	protein_coding	5.5080576	4.10425
ENSG00000164403.15	SHROOM1	protein_coding	1.0059525	0.4845
ENSG00000164404.8	GDF9	protein_coding	1.2703223	0.83375
ENSG00000164405.11	UQCRQ	protein_coding	24.504923	22.651451
ENSG00000164406.8	LEAP2	protein_coding	6.2519665	4.11705
ENSG00000164411.12	GJB7	protein_coding	1.2839036	0.7902
ENSG00000164414.18	SLC35A1	protein_coding	7.4415584	5.3241
ENSG00000164418.21	GRIK2	protein_coding	0.01746315	0.00465
ENSG00000164430.16	CGAS	protein_coding	23.221273	21.260601
ENSG00000164434.12	FABP7	protein_coding	0.007415272	0.0
ENSG00000164438.6	TLX3	protein_coding	0.021054484	0.0
ENSG00000164440.15	TXLNB	protein_coding	1.3923159	0.72955
ENSG00000164442.10	CITED2	protein_coding	225.94325	175.21521
ENSG00000164451.13	CALHM4	protein_coding	0.016378326	0.0
ENSG00000164458.10	TBXT	protein_coding	0.018834976	0.0
ENSG00000164463.12	CREBRF	protein_coding	29.71469	25.0265
ENSG00000164465.19	DCBLD1	protein_coding	1.5380917	0.92375004
ENSG00000164466.13	SFXN1	protein_coding	17.53225	13.767651
ENSG00000164483.17	SAMD3	protein_coding	1.4067162	0.6491
ENSG00000164484.12	TMEM200A	protein_coding	0.3131362	0.0803
ENSG00000164485.15	IL22RA2	protein_coding	0.19399594	0.03925
ENSG00000164488.12	DACT2	protein_coding	0.002822759	0.0
ENSG00000164494.12	PDSS2	protein_coding	10.15803	9.112249
ENSG00000164500.7	SPATA48	protein_coding	0.07535517	0.0
ENSG00000164506.14	STXBP5	protein_coding	32.00009	26.89265
ENSG00000164508.5	H2AC1	protein_coding	0.010808768	0.0
ENSG00000164509.15	IL31RA	protein_coding	2.1778944	0.5898
ENSG00000164512.18	ANKRD55	protein_coding	1.232858	0.6273
ENSG00000164520.11	RAET1E	protein_coding	0.13227618	0.06595
ENSG00000164530.15	PI16	protein_coding	0.7362949	0.41355002
ENSG00000164532.11	TBX20	protein_coding	0.1347388	0.0
ENSG00000164535.15	DAGLB	protein_coding	42.35391	36.4189
ENSG00000164542.13	KIAA0895	protein_coding	2.7742913	1.9588
ENSG00000164543.7	STK17A	protein_coding	33.605972	27.1652
ENSG00000164548.11	TRA2A	protein_coding	160.60387	144.6164
ENSG00000164556.7	FAM183BP	processed_pseudogene	3.4079363	2.42655
ENSG00000164574.16	GALNT10	protein_coding	18.139584	17.2192
ENSG00000164576.12	SAP30L	protein_coding	11.826047	10.00615
ENSG00000164587.13	RPS14	protein_coding	434.4291	368.02716
ENSG00000164588.8	HCN1	protein_coding	0.0027899507	0.0
ENSG00000164591.14	MYOZ3	protein_coding	1.4040186	0.7332
ENSG00000164597.15	COG5	protein_coding	20.39973	18.960499
ENSG00000164600.7	NEUROD6	protein_coding	0.0014491625	0.0
ENSG00000164603.12	BMT2	protein_coding	13.977548	12.28055
ENSG00000164604.13	GPR85	protein_coding	0.51490796	0.1337
ENSG00000164609.10	SLU7	protein_coding	52.483215	48.359497
ENSG00000164610.9	RP9	protein_coding	14.192883	13.022249
ENSG00000164611.13	PTTG1	protein_coding	30.01125	25.34975
ENSG00000164615.6	CAMLG	protein_coding	22.10191	20.480701
ENSG00000164616.16	FBXL21P	transcribed_unitary_pseudogene	0.004587488	0.0
ENSG00000164619.10	BMPER	protein_coding	0.08672956	0.0382
ENSG00000164620.9	RELL2	protein_coding	4.419389	3.1893
ENSG00000164621.5	SMAD5-AS1	lncRNA	0.94822025	0.5619
ENSG00000164626.9	KCNK5	protein_coding	19.887453	12.372801
ENSG00000164627.18	KIF6	protein_coding	0.25348836	0.10565
ENSG00000164631.19	ZNF12	protein_coding	24.126467	21.54905
ENSG00000164638.10	SLC29A4	protein_coding	1.0636959	0.54785
ENSG00000164645.3	TEX47	protein_coding	0.0039527095	0.0
ENSG00000164647.9	STEAP1	protein_coding	0.15190847	0.0
ENSG00000164649.20	CDCA7L	protein_coding	39.4987	34.5121
ENSG00000164651.17	SP8	protein_coding	0.12237695	0.0
ENSG00000164654.16	MIOS	protein_coding	19.5728	18.5238
ENSG00000164659.15	ELAPOR2	protein_coding	2.450827	0.63989997
ENSG00000164663.14	USP49	protein_coding	10.406275	9.3071
ENSG00000164669.13	INTS4P1	transcribed_unprocessed_pseudogene	0.28035775	0.2008
ENSG00000164674.16	SYTL3	protein_coding	23.409374	15.55195
ENSG00000164675.11	IQUB	protein_coding	0.13491635	0.1199
ENSG00000164683.18	HEY1	protein_coding	0.1679537	0.04845
ENSG00000164684.13	ZNF704	protein_coding	2.6592479	1.01425
ENSG00000164687.11	FABP5	protein_coding	15.01924	10.4669
ENSG00000164690.8	SHH	protein_coding	0.29175773	0.14515
ENSG00000164691.18	TAGAP	protein_coding	75.27108	60.79845
ENSG00000164692.18	COL1A2	protein_coding	1.1076195	0.16925
ENSG00000164694.17	FNDC1	protein_coding	0.07145341	0.0341
ENSG00000164695.5	CHMP4C	protein_coding	0.21024501	0.049099997
ENSG00000164707.15	SLC13A4	protein_coding	1.5497661	0.8607
ENSG00000164708.6	PGAM2	protein_coding	0.0	0.0
ENSG00000164713.10	BRI3	protein_coding	43.33944	36.112152
ENSG00000164715.6	LMTK2	protein_coding	24.959587	18.071098
ENSG00000164729.7	SLC35G3	protein_coding	0.07508108	0.0331
ENSG00000164733.22	CTSB	protein_coding	101.020706	77.18935
ENSG00000164736.6	SOX17	protein_coding	0.037458226	0.0
ENSG00000164740.5	SEPTIN7P5	processed_pseudogene	0.20874995	0.0
ENSG00000164741.15	DLC1	protein_coding	7.3744435	2.9604
ENSG00000164742.16	ADCY1	protein_coding	0.4756164	0.23719999
ENSG00000164743.5	C8orf48	protein_coding	0.13615291	0.0
ENSG00000164744.13	SUN3	protein_coding	0.24114919	0.1907
ENSG00000164746.14	C7orf57	protein_coding	0.25050324	0.15815
ENSG00000164749.13	HNF4G	protein_coding	0.027560296	0.0
ENSG00000164751.15	PEX2	protein_coding	21.007524	19.64435
ENSG00000164754.15	RAD21	protein_coding	122.738304	116.03395
ENSG00000164756.12	SLC30A8	protein_coding	0.022573696	0.0
ENSG00000164758.7	MED30	protein_coding	41.740646	37.21575
ENSG00000164761.9	TNFRSF11B	protein_coding	0.104697734	0.021049999
ENSG00000164764.11	SBSPON	protein_coding	0.889351	0.64695
ENSG00000164776.10	PHKG1	protein_coding	14.236282	9.8535
ENSG00000164778.4	EN2	protein_coding	0.017170344	0.0
ENSG00000164794.9	KCNV1	protein_coding	0.003696847	0.0
ENSG00000164796.18	CSMD3	protein_coding	0.013610245	0.00215
ENSG00000164808.17	SPIDR	protein_coding	33.844337	31.081348
ENSG00000164815.11	ORC5	protein_coding	8.162692	7.4038
ENSG00000164816.8	DEFA5	protein_coding	0.041553594	0.0
ENSG00000164818.16	DNAAF5	protein_coding	8.699631	7.86825
ENSG00000164821.5	DEFA4	protein_coding	328.3294	31.238651
ENSG00000164822.5	DEFA6	protein_coding	0.17246383	0.0
ENSG00000164823.11	OSGIN2	protein_coding	29.447811	26.29785
ENSG00000164825.4	DEFB1	protein_coding	19.70226	1.569
ENSG00000164828.18	SUN1	protein_coding	11.694157	10.263399
ENSG00000164830.18	OXR1	protein_coding	22.195156	21.313
ENSG00000164841.5	TMEM74	protein_coding	0.04986749	0.0158
ENSG00000164845.16	FAM86FP	transcribed_unprocessed_pseudogene	2.33501	1.7853501
ENSG00000164849.10	GPR146	protein_coding	1.8784295	1.40715
ENSG00000164850.15	GPER1	protein_coding	1.924694	1.28755
ENSG00000164853.9	UNCX	protein_coding	1.3170264	0.0
ENSG00000164855.16	TMEM184A	protein_coding	4.431176	2.8842
ENSG00000164867.11	NOS3	protein_coding	0.46043015	0.29065
ENSG00000164871.17	SPAG11B	protein_coding	0.002225813	0.0
ENSG00000164877.19	MICALL2	protein_coding	13.924794	10.71595
ENSG00000164879.7	CA3	protein_coding	1.720734	0.58325005
ENSG00000164880.16	INTS1	protein_coding	63.856842	61.643898
ENSG00000164885.13	CDK5	protein_coding	11.817382	10.5227
ENSG00000164889.15	SLC4A2	protein_coding	18.09667	16.7272
ENSG00000164893.9	SLC7A13	protein_coding	0.0036945813	0.0
